"OBS.","TOWN","TOWN#","TRACT","LON","LAT","MEDV","CMEDV","CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","Latitude","Longitude","Town"
123,"Everett",26,3423,-71.0377,42.247,3.02042488614436,20.5,0.09299,0,25.65,0,0.337561,5.961,92.9,0.735679711278648,0.693147180559945,188,19.1,143428.8384,2.88647528761704,42.247,-71.0377,"Everett"
124,"Everett",26,3424,-71.037,42.2435,2.85070650150373,17.3,0.15038,0,25.65,0,0.337561,5.856,97,0.664953446189163,0.693147180559945,188,19.1,137596.4836,3.23514279733207,42.2435,-71.037,"Everett"
125,"Everett",26,3425,-71.0308,42.245,2.9338568698359,18.8,0.09849,0,25.65,0,0.337561,5.879,95.8,0.696292229704018,0.693147180559945,188,19.1,144407.6001,2.86676189225703,42.245,-71.0308,"Everett"
126,"Everett",26,3426,-71.0262,42.2431,3.06339092202781,21.4,0.16902,0,25.65,0,0.337561,5.986,88.4,0.689590864357168,0.693147180559945,188,19.1,148725.9225,2.69530262827971,42.2431,-71.0262,"Everett"
127,"Everett",26,3427,-71.0333,42.2395,2.75366071235426,15.7,0.38735,0,25.65,0,0.337561,5.613,95.6,0.563721633119488,0.693147180559945,188,19.1,129542.4064,3.30542042626839,42.2395,-71.0333,"Everett"
128,"Somerville",27,3501,-71.053,42.2355,2.78501124223834,16.2,0.25915,0,21.89,0,0.389376,5.693,96,0.581265447911854,1.38629436111989,437,21.2,154244.7076,2.84432781939476,42.2355,-71.053,"Somerville"
129,"Somerville",27,3502,-71.058,42.235,2.89037175789616,18,0.32543,0,21.89,0,0.389376,6.431,98.8,0.594707107746693,1.38629436111989,437,21.2,158030.1009,2.73371794785079,42.235,-71.058,"Somerville"
130,"Somerville",27,3503,-71.0638,42.2368,2.66025953726586,14.3,0.88125,0,21.89,0,0.389376,5.637,94.7,0.683046338380516,1.38629436111989,437,21.2,158030.1009,2.90908446682832,42.2368,-71.0638,"Somerville"
131,"Somerville",27,3504,-71.0692,42.239,2.95491027903374,19.2,0.34006,0,21.89,0,0.389376,6.458,98.9,0.750708291084477,1.38629436111989,437,21.2,156554.7489,2.53369681395743,42.239,-71.0692,"Somerville"
132,"Somerville",27,3505,-71.075,42.24,2.97552956623647,19.6,1.19294,0,21.89,0,0.389376,6.326,97.7,0.820220263123421,1.38629436111989,437,21.2,158030.1009,2.50634193050807,42.24,-71.075,"Somerville"
133,"Somerville",27,3506,-71.0745,42.2405,3.13549421592915,23,0.59005,0,21.89,0,0.389376,6.372,97.9,0.844751764691839,1.38629436111989,437,21.2,149297.2321,2.40874528882244,42.2405,-71.0745,"Somerville"
134,"Somerville",27,3507,-71.079,42.245,2.91235066461494,18.4,0.32982,0,21.89,0,0.389376,5.822,95.4,0.904177663990353,1.38629436111989,437,21.2,151570.0624,2.71004820376488,42.245,-71.079,"Somerville"
135,"Somerville",27,3508,-71.076,42.2405,2.74727091425549,15.6,0.97617,0,21.89,0,0.389376,5.757,98.4,0.852711750231284,1.38629436111989,437,21.2,69374.2921,2.85128436918812,42.2405,-71.076,"Somerville"
136,"Somerville",27,3509,-71.075,42.2362,2.89591193827178,18.1,0.55778,0,21.89,0,0.389376,6.335,98.2,0.747019646024435,1.38629436111989,437,21.2,156262.09,2.83085763036376,42.2362,-71.075,"Somerville"
137,"Somerville",27,3510,-71.0677,42.2335,2.85647020622048,17.4,0.32264,0,21.89,0,0.389376,5.942,93.5,0.67645869927371,1.38629436111989,437,21.2,143550.0544,2.82731362192903,42.2335,-71.0677,"Somerville"
138,"Somerville",27,3511,-71.063,42.2325,2.83907846350861,17.1,0.35233,0,21.89,0,0.389376,6.454,98.4,0.615077525138023,1.38629436111989,437,21.2,155795.9841,2.68033636253469,42.2325,-71.063,"Somerville"
139,"Somerville",27,3512,-71.062,42.2275,2.58776403522771,13.3,0.2498,0,21.89,0,0.389376,5.857,98.2,0.511984951485837,1.38629436111989,437,21.2,154189.7289,3.05964559929764,42.2275,-71.062,"Somerville"
140,"Somerville",27,3513,-71.0568,42.23,2.87919845729804,17.8,0.54452,0,21.89,0,0.389376,6.151,97.9,0.51204488017072,1.38629436111989,437,21.2,158030.1009,2.91560622907471,42.23,-71.0568,"Somerville"
141,"Somerville",27,3514,-71.0518,42.2312,2.63905732961526,14,0.2909,0,21.89,0,0.389376,6.174,93.6,0.477413607420749,1.38629436111989,437,21.2,151095.4641,3.18469837306661,42.2312,-71.0518,"Somerville"
142,"Somerville",27,3515,-71.0543,42.2265,2.66722820658195,14.4,1.62864,0,21.89,0,0.389376,5.019,100,0.364226360091567,1.38629436111989,437,21.2,158030.1009,3.53834721980939,42.2265,-71.0543,"Somerville"
143,"Cambridge",28,3521,-71.048,42.2222,2.59525470695687,13.4,3.32105,0,19.58,1,0.758641,5.403,100,0.278843123784577,1.6094379124341,403,14.7,158030.1009,3.28914787785353,42.2222,-71.048,"Cambridge"
144,"Cambridge",28,3522,-71.0519,42.223,2.74727091425549,15.6,4.0974,0,19.58,0,0.758641,5.468,100,0.344865485979235,1.6094379124341,403,14.7,158030.1009,3.27412129909418,42.223,-71.0519,"Cambridge"
145,"Cambridge",28,3523,-71.051,42.2205,2.46809953147162,11.8,2.77974,0,19.58,0,0.758641,4.903,97.8,0.297062934257533,1.6094379124341,403,14.7,158030.1009,3.37724616083964,42.2205,-71.051,"Cambridge"
146,"Cambridge",28,3524,-71.054,42.219,2.62466859216316,13.8,2.37934,0,19.58,0,0.758641,6.13,100,0.350022867858355,1.6094379124341,403,14.7,30116.1316,3.32503602069659,42.219,-71.054,"Cambridge"
147,"Cambridge",28,3525,-71.059,42.221,2.74727091425549,15.6,2.15505,0,19.58,0,0.758641,5.628,100,0.416470987284698,1.6094379124341,403,14.7,28866.01,2.81241021642645,42.221,-71.059,"Cambridge"
148,"Cambridge",28,3526,-71.0555,42.2222,2.68102152871429,14.6,2.36862,0,19.58,0,0.758641,4.926,95.7,0.378984230858567,1.6094379124341,403,14.7,153930.6756,3.38540669575583,42.2222,-71.0555,"Cambridge"
149,"Cambridge",28,3527,-71.0567,42.224,2.87919845729804,17.8,2.33099,0,19.58,0,0.758641,5.186,93.8,0.425006263315,1.6094379124341,403,14.7,127892.0644,3.34356826882552,42.224,-71.0567,"Cambridge"
150,"Cambridge",28,3528,-71.058,42.223,2.73436750941958,15.4,2.73397,0,19.58,0,0.758641,5.597,94.9,0.422453321137019,1.6094379124341,403,14.7,124242.1504,3.06572464537403,42.223,-71.058,"Cambridge"
151,"Cambridge",28,3529,-71.062,42.2236,3.06805293513362,21.5,1.6566,0,19.58,0,0.758641,6.122,97.3,0.4811908186363,1.6094379124341,403,14.7,139449.9649,2.64617479738412,42.2236,-71.062,"Cambridge"
152,"Cambridge",28,3530,-71.0622,42.2205,2.97552956623647,19.6,1.49632,0,19.58,0,0.758641,5.404,100,0.464739799570636,1.6094379124341,403,14.7,117121.3729,2.58625914404829,42.2205,-71.0622,"Cambridge"
153,"Cambridge",28,3531,-71.059,42.217,2.72785282839839,15.3,1.12658,0,19.58,1,0.758641,5.012,88,0.476358394883743,1.6094379124341,403,14.7,118274.0881,2.49485698064117,42.217,-71.059,"Cambridge"
154,"Cambridge",28,3532,-71.0645,42.215,2.96527306606928,19.4,2.14918,0,19.58,0,0.758641,5.709,98.5,0.484399509529468,1.6094379124341,403,14.7,68948.2564,2.75937682826755,42.215,-71.0645,"Cambridge"
155,"Cambridge",28,3533,-71.0662,42.2162,2.83321334405622,17,1.41385,0,19.58,1,0.758641,6.129,96,0.559272872003618,1.6094379124341,403,14.7,103458.7225,2.71601837075139,42.2162,-71.0662,"Cambridge"
156,"Cambridge",28,3534,-71.068,42.215,2.74727091425549,15.6,3.53501,0,19.58,1,0.758641,6.152,82.6,0.557041047562954,1.6094379124341,403,14.7,7857.0496,2.70938264633599,42.215,-71.068,"Cambridge"
157,"Cambridge",28,3535,-71.0667,42.22,2.57261223020711,13.1,2.44668,0,19.58,0,0.758641,5.272,94,0.551814004443301,1.6094379124341,403,14.7,7967.3476,2.7813006628418,42.22,-71.0667,"Cambridge"
158,"Cambridge",28,3536,-71.069,42.2285,3.72086249996699,41.3,1.22358,0,19.58,0,0.366025,6.943,97.4,0.629834574348179,1.6094379124341,403,14.7,132539.6836,1.52388002407245,42.2285,-71.069,"Cambridge"
159,"Cambridge",28,3537,-71.067,42.2245,3.1904763503465,24.3,1.34284,0,19.58,0,0.366025,6.066,100,0.563778540218663,1.6094379124341,403,14.7,125684.4304,1.86097453824953,42.2245,-71.067,"Cambridge"
160,"Cambridge",28,3538,-71.065,42.2223,3.14845336057165,23.3,1.42502,0,19.58,0,0.758641,6.51,100,0.568660475436942,1.6094379124341,403,14.7,133181.2036,2.00012773496011,42.2223,-71.065,"Cambridge"
161,"Cambridge",28,3539,-71.07,42.2214,3.29583686600433,27,1.27346,0,19.58,1,0.366025,6.25,92.6,0.586897380717235,1.6094379124341,403,14.7,115294.2025,1.70474809223843,42.2214,-71.07,"Cambridge"
162,"Cambridge",28,3540,-71.0735,42.2282,3.91202300542815,50,1.46336,0,19.58,0,0.366025,7.489,90.8,0.678490291216312,1.6094379124341,403,14.7,140670.0036,0.548121408509688,42.2282,-71.0735,"Cambridge"
163,"Cambridge",28,3541,-71.077,42.225,3.91202300542815,50,1.83377,0,19.58,1,0.366025,7.802,98.2,0.713292886252903,1.6094379124341,403,14.7,152287.2576,0.65232518603969,42.225,-71.077,"Cambridge"
164,"Cambridge",28,3542,-71.0815,42.225,3.91202300542815,50,1.51902,0,19.58,1,0.366025,8.375,93.9,0.771033719217016,1.6094379124341,403,14.7,151383.2464,1.1999647829284,42.225,-71.0815,"Cambridge"
165,"Cambridge",28,3543,-71.0918,42.2265,3.12236492448736,22.7,2.24236,0,19.58,0,0.366025,5.854,91.8,0.884593645130901,1.6094379124341,403,14.7,156610.1476,2.45444744230329,42.2265,-71.0918,"Cambridge"
166,"Cambridge",28,3544,-71.082,42.2295,3.2188758248682,25,2.924,0,19.58,0,0.366025,6.101,93,0.82566556026009,1.6094379124341,403,14.7,57979.8241,2.28340227357727,42.2295,-71.082,"Cambridge"
167,"Cambridge",28,3545,-71.077,42.2305,3.91202300542815,50,2.01019,0,19.58,0,0.366025,7.929,96.2,0.715837790479644,1.6094379124341,403,14.7,136848.2049,1.30833281965018,42.2305,-71.077,"Cambridge"
168,"Cambridge",28,3546,-71.0866,42.2345,3.16968558067743,23.8,1.80028,0,19.58,0,0.366025,5.877,79.2,0.88620258955687,1.6094379124341,403,14.7,52093.4976,2.49650578563135,42.2345,-71.0866,"Cambridge"
169,"Cambridge",28,3547,-71.074,42.2331,3.16968558067743,23.8,2.3004,0,19.58,0,0.366025,6.319,96.1,0.741937344729377,1.6094379124341,403,14.7,88637.1984,2.40694510831829,42.2331,-71.074,"Cambridge"
170,"Cambridge",28,3548,-71.0775,42.2351,3.10458667846607,22.3,2.44953,0,19.58,0,0.366025,6.402,95.2,0.816470396591944,1.6094379124341,403,14.7,109342.6489,2.42657107277504,42.2351,-71.0775,"Cambridge"
171,"Cambridge",28,3549,-71.081,42.2368,2.85647020622048,17.4,1.20742,0,19.58,0,0.366025,5.875,94.6,0.88620258955687,1.6094379124341,403,14.7,85802.1264,2.66930937278578,42.2368,-71.081,"Cambridge"
172,"Cambridge",28,3550,-71.0792,42.239,2.94968833505258,19.1,2.3139,0,19.58,0,0.366025,5.88,97.3,0.870749284903777,1.6094379124341,403,14.7,121633.5376,2.48740352998659,42.239,-71.0792,"Cambridge"
173,"Arlington",29,3561,-71.087,42.2416,3.13983261752775,23.1,0.13914,0,4.05,0,0.2601,5.572,88.5,0.954010318901169,1.6094379124341,296,16.6,158030.1009,2.68716699018579,42.2416,-71.087,"Arlington"
174,"Arlington",29,3562,-71.0855,42.245,3.16124671203156,23.6,0.09178,0,4.05,0,0.2601,6.416,84.1,0.973162437950694,1.6094379124341,296,16.6,156918.9769,2.20165917440409,42.245,-71.0855,"Arlington"
175,"Arlington",29,3563,-71.0833,42.2475,3.11794990627824,22.6,0.08447,0,4.05,0,0.2601,5.859,68.7,0.993955229230632,1.6094379124341,296,16.6,155125.6996,2.26592110862245,42.2475,-71.0833,"Arlington"
176,"Arlington",29,3564,-71.094,42.2575,3.38099467434464,29.4,0.06664,0,4.05,0,0.2601,6.546,33.1,1.14176755898204,1.6094379124341,296,16.6,153342.7281,1.67335123817775,42.2575,-71.094,"Arlington"
177,"Arlington",29,3565,-71.1125,42.255,3.14415227867226,23.2,0.07022,0,4.05,0,0.2601,6.02,47.2,1.26832693346435,1.6094379124341,296,16.6,155125.6996,2.31352503303238,42.255,-71.1125,"Arlington"
178,"Arlington",29,3566,-71.106,42.2512,3.20274644293832,24.6,0.05425,0,4.05,0,0.2601,6.315,73.4,1.19921148722423,1.6094379124341,296,16.6,156998.2129,1.83896107071235,42.2512,-71.106,"Arlington"
179,"Arlington",29,3567,-71.0965,42.247,3.39785848039664,29.9,0.06642,0,4.05,0,0.2601,6.86,74.4,1.06997273045894,1.6094379124341,296,16.6,153585.61,1.93441576962958,42.247,-71.0965,"Arlington"
180,"Belmont",30,3571,-71.1,42.2408,3.6163087612791,37.2,0.0578,0,2.46,0,0.238144,6.98,58.4,1.03992329231943,1.09861228866811,193,17.8,158030.1009,1.61740608208328,42.2408,-71.1,"Belmont"
181,"Belmont",30,3572,-71.0995,42.2345,3.68386691229039,39.8,0.06588,0,2.46,0,0.238144,7.765,83.3,1.00832281732065,1.09861228866811,193,17.8,156966.5161,2.02287119019144,42.2345,-71.0995,"Belmont"
182,"Belmont",30,3573,-71.0966,42.2282,3.58905911883173,36.2,0.06888,0,2.46,0,0.238144,6.144,62.2,0.954703426360568,1.09861228866811,193,17.8,158030.1009,2.24601474150565,42.2282,-71.0966,"Belmont"
183,"Belmont",30,3574,-71.1005,42.2287,3.63495111208838,37.9,0.09103,0,2.46,0,0.238144,7.155,92.2,0.993473970544805,1.09861228866811,193,17.8,155827.5625,1.57277392806251,42.2287,-71.1005,"Belmont"
184,"Belmont",30,3575,-71.1065,42.23,3.48124008933569,32.5,0.10008,0,2.46,0,0.238144,6.563,95.6,1.0462658082959,1.09861228866811,193,17.8,158030.1009,1.73695123273306,42.23,-71.1065,"Belmont"
185,"Belmont",30,3576,-71.112,42.23,3.27336401015227,26.4,0.08308,0,2.46,0,0.238144,5.604,89.8,1.09457079950839,1.09861228866811,193,17.8,153374.0569,2.63762773680566,42.23,-71.112,"Belmont"
186,"Belmont",30,3577,-71.1175,42.235,3.38777436133001,29.6,0.06047,0,2.46,0,0.238144,6.153,68.8,1.18775195479839,1.09861228866811,193,17.8,150342.3076,2.57642175862377,42.235,-71.1175,"Belmont"
187,"Belmont",30,3578,-71.1115,42.2442,3.91202300542815,50,0.05602,0,2.46,0,0.238144,7.831,53.6,1.16290077855047,1.09861228866811,193,17.8,154653.4276,1.49290409617815,42.2442,-71.1115,"Belmont"
188,"Lexington",31,3581,-71.122,42.2565,3.46573590279973,32,0.07875,45,3.44,0,0.190969,6.782,41.1,1.33199655771204,1.6094379124341,398,15.2,155630.25,1.89911798754855,42.2565,-71.122,"Lexington"
189,"Lexington",31,3583,-71.1408,42.255,3.39450839351136,29.8,0.12579,45,3.44,0,0.190969,6.556,29.1,1.5187908434094,1.6094379124341,398,15.2,147049.2409,1.51732262352629,42.255,-71.1408,"Lexington"
190,"Lexington",31,3584,-71.145,42.2651,3.55248682920838,34.9,0.0837,45,3.44,0,0.190969,7.185,38.9,1.5187908434094,1.6094379124341,398,15.2,158030.1009,1.68454538492091,42.2651,-71.145,"Lexington"
191,"Lexington",31,3585,-71.1216,42.27,3.61091791264422,33,0.09068,45,3.44,0,0.190969,6.951,21.5,1.86868964569034,1.6094379124341,398,15.2,143118.4561,1.62924053973028,42.27,-71.1216,"Lexington"
192,"Lexington",31,3586,-71.1485,42.2765,3.41772668361337,30.5,0.06911,45,3.44,0,0.190969,6.739,30.8,1.86868964569034,1.6094379124341,398,15.2,152365.3156,1.54543258245819,42.2765,-71.1485,"Lexington"
193,"Lexington",31,3587,-71.134,42.2785,3.5945687746427,36.4,0.08664,45,3.44,0,0.190969,7.178,26.3,1.86868964569034,1.6094379124341,398,15.2,152974.8544,1.05431202977153,42.2785,-71.134,"Lexington"
194,"Bedford",32,3591,-71.1525,42.3,3.43720781918519,31.1,0.02187,60,2.93,0,0.160801,6.8,9.9,1.82770559600152,0,265,15.6,155236,1.61541998411165,42.3,-71.1525,"Bedford"
195,"Bedford",32,3592,-71.1633,42.303,3.37073817417745,29.1,0.01439,60,2.93,0,0.160801,6.604,18.8,1.82770559600152,0,265,15.6,142377.9289,1.47704872438835,42.303,-71.1633,"Bedford"
196,"Lincoln",33,3602,-71.189,42.2525,3.91202300542815,50,0.01381,80,0.46,0,0.178084,7.875,32,1.73137231921296,1.38629436111989,255,14.4,155914.4196,1.08856195281461,42.2525,-71.189,"Lincoln"
197,"Concord",34,3611,-71.22,42.2715,3.5055573969864,33.3,0.04011,80,1.52,0,0.163216,7.287,34.1,1.98910646549825,0.693147180559945,329,12.6,158030.1009,1.40609698841607,42.2715,-71.22,"Concord"
198,"Concord",34,3612,-71.24,42.2725,3.41114771251532,30.3,0.04666,80,1.52,0,0.163216,7.107,36.6,1.98910646549825,0.693147180559945,329,12.6,125982.4036,2.15292431843964,42.2725,-71.24,"Concord"
199,"Concord",34,3613,-71.222,42.289,3.54385368206368,34.6,0.03768,80,1.52,0,0.163216,7.274,38.3,1.98910646549825,0.693147180559945,329,12.6,154315.4089,1.89009536994892,42.289,-71.222,"Concord"
200,"Sudbury",35,3651,-71.244,42.2425,3.55248682920838,34.9,0.0315,95,1.47,0,0.162409,6.975,15.3,2.03514999354671,1.09861228866811,402,17,158030.1009,1.51732262352629,42.2425,-71.244,"Sudbury"
201,"Sudbury",35,3652,-71.263,42.2225,3.49347265777133,32.9,0.01778,95,1.47,0,0.162409,7.135,13.9,2.03514999354671,1.09861228866811,402,17,148171.1049,1.49290409617815,42.2225,-71.263,"Sudbury"
202,"Wayland",36,3661,-71.2185,42.1955,3.18221184049661,24.1,0.03445,82.5,2.03,0,0.172225,6.162,38.4,1.83577635464483,0.693147180559945,348,14.7,155551.36,2.00552585872967,42.1955,-71.2185,"Wayland"
203,"Wayland",36,3662,-71.214,42.218,3.74478708605223,42.3,0.02177,82.5,2.03,0,0.172225,7.61,15.7,1.83577635464483,0.693147180559945,348,14.7,156823.9201,1.13462272619114,42.218,-71.214,"Wayland"
204,"Weston",37,3671,-71.199,42.232,3.88156379794344,48.5,0.0351,95,2.68,0,0.17313921,7.853,33.2,1.6327637377376,1.38629436111989,224,14.7,154771.4281,1.33762918913861,42.232,-71.199,"Weston"
205,"Weston",37,3672,-71.199,42.2058,3.91202300542815,50,0.02009,95,2.68,0,0.17313921,8.034,31.9,1.6327637377376,1.38629436111989,224,14.7,153021.7924,1.05779029414785,42.2058,-71.199,"Weston"
206,"Waltham",38,3681,-71.1475,42.2445,3.11794990627824,22.6,0.13642,0,10.59,0,0.239121,5.891,22.3,1.37255034332763,1.38629436111989,277,18.6,158030.1009,2.38600670113312,42.2445,-71.1475,"Waltham"
207,"Waltham",38,3682,-71.15,42.2308,3.19458313229916,24.4,0.22969,0,10.59,0,0.239121,6.326,52.5,1.47130164792832,1.38629436111989,277,18.6,156420.25,2.39516427428714,42.2308,-71.15,"Waltham"
208,"Waltham",38,3683,-71.149,42.2268,3.11351530921037,22.5,0.25199,0,10.59,0,0.239121,5.783,72.7,1.47130164792832,1.38629436111989,277,18.6,152146.8036,2.89369954798884,42.2268,-71.149,"Waltham"
209,"Waltham",38,3684,-71.1503,42.222,3.19458313229916,24.4,0.13587,0,10.59,1,0.239121,6.064,59.1,1.44437457219642,1.38629436111989,277,18.6,145885.8025,2.68512269645851,42.222,-71.1503,"Waltham"
210,"Waltham",38,3685,-71.143,42.2217,2.99573227355399,20,0.43571,0,10.59,1,0.239121,5.344,100,1.35454566280531,1.38629436111989,277,18.6,158030.1009,3.1393996233664,42.2217,-71.143,"Waltham"
211,"Waltham",38,3686,-71.1435,42.2177,3.07731226054641,21.7,0.17446,0,10.59,1,0.239121,5.96,92.1,1.35508745149518,1.38629436111989,277,18.6,155141.4544,2.84897089215859,42.2177,-71.1435,"Waltham"
212,"Waltham",38,3687,-71.138,42.2216,2.96010509591084,19.3,0.37578,0,10.59,1,0.239121,5.404,88.6,1.29882833533861,1.38629436111989,277,18.6,156713.0569,3.17722014959937,42.2216,-71.138,"Waltham"
213,"Waltham",38,3688,-71.1335,42.225,3.10906095886099,22.4,0.21719,0,10.59,1,0.239121,5.807,53.8,1.2954392427758,1.38629436111989,277,18.6,153327.0649,2.77446196662146,42.225,-71.1335,"Waltham"
214,"Waltham",38,3689,-71.1375,42.2355,3.3357695763397,28.1,0.14052,0,10.59,0,0.239121,6.375,32.3,1.37255034332763,1.38629436111989,277,18.6,149335.8736,2.23857976301813,42.2355,-71.1375,"Waltham"
215,"Waltham",38,3690,-71.127,42.235,3.16547504814109,23.7,0.28955,0,10.59,0,0.239121,5.412,9.8,1.27745558108574,1.38629436111989,277,18.6,122192.1936,3.38608374385211,42.235,-71.127,"Waltham"
216,"Waltham",38,3691,-71.1245,42.2277,3.2188758248682,25,0.19802,0,10.59,0,0.239121,6.182,42.4,1.37255034332763,1.38629436111989,277,18.6,155440.9476,2.24812890719799,42.2277,-71.1245,"Waltham"
217,"Watertown",39,3701,-71.1166,42.223,3.14845336057165,23.3,0.0456,0,13.89,1,0.3025,5.888,56,1.13529773947596,1.6094379124341,276,16.4,154787.1649,2.60343015197211,42.223,-71.1166,"Watertown"
218,"Watertown",39,3702,-71.105,42.2235,3.35689712276558,28.7,0.07013,0,13.89,0,0.3025,6.642,85.1,1.22996213678719,1.6094379124341,276,16.4,154771.4281,2.27109442590267,42.2235,-71.105,"Watertown"
219,"Watertown",39,3703,-71.0933,42.222,3.06805293513362,21.5,0.11069,0,13.89,1,0.3025,5.951,93.8,1.06101425825279,1.6094379124341,276,16.4,158030.1009,2.88591740754678,42.222,-71.0933,"Watertown"
220,"Watertown",39,3704,-71.106,42.2185,3.13549421592915,23,0.11425,0,13.89,1,0.3025,6.373,92.4,1.21292263484552,1.6094379124341,276,16.4,155527.6969,2.35137525716348,42.2185,-71.106,"Watertown"
221,"Newton",40,3731,-71.11,42.2137,3.2846635654062,26.7,0.35809,0,6.2,1,0.257049,6.951,88.5,1.05141585383713,2.07944154167984,307,17.4,153922.8289,2.27315628230323,42.2137,-71.11,"Newton"
222,"Newton",40,3732,-71.121,42.2166,3.07731226054641,21.7,0.40771,0,6.2,1,0.257049,6.164,91.3,1.1144856378244,2.07944154167984,307,17.4,156713.0569,3.06619073720255,42.2166,-71.121,"Newton"
223,"Newton",40,3733,-71.125,42.2134,3.31418600467253,27.5,0.62356,0,6.2,1,0.257049,6.879,77.7,1.18543198062067,2.07944154167984,307,17.4,152896.6404,2.29556047805708,42.2134,-71.125,"Newton"
224,"Newton",40,3734,-71.1208,42.2183,3.40452517175483,30.1,0.6147,0,6.2,0,0.257049,6.618,80.8,1.18543198062067,2.07944154167984,307,17.4,158030.1009,2.02814824729229,42.2183,-71.1208,"Newton"
225,"Newton",40,3735,-71.11,42.206,3.80220813942094,44.8,0.31533,0,6.2,0,0.254016,8.266,78.3,1.06277783565889,2.07944154167984,307,17.4,148749.0624,1.42069578783722,42.206,-71.11,"Newton"
226,"Newton",40,3736,-71.1012,42.1975,3.91202300542815,50,0.52693,0,6.2,0,0.254016,8.725,83,1.06277783565889,2.07944154167984,307,17.4,146405.7169,1.53255686809814,42.1975,-71.1012,"Newton"
227,"Newton",40,3737,-71.1215,42.2025,3.62700405039585,37.6,0.38214,0,6.2,0,0.254016,8.04,86.5,1.16804506338345,2.07944154167984,307,17.4,150551.7601,1.14103300455206,42.2025,-71.1215,"Newton"
228,"Newton",40,3738,-71.116,42.1947,3.45315712059287,31.6,0.41238,0,6.2,0,0.254016,7.163,79.9,1.16804506338345,2.07944154167984,307,17.4,138912.7441,1.85002837735203,42.1947,-71.116,"Newton"
229,"Newton",40,3739,-71.11,42.185,3.84374416467485,46.7,0.29819,0,6.2,0,0.254016,7.686,17,1.21642495351517,2.07944154167984,307,17.4,142989.8596,1.36609165380237,42.185,-71.11,"Newton"
230,"Newton",40,3740,-71.119,42.1807,3.44998754583159,31.5,0.44178,0,6.2,0,0.254016,6.552,21.4,1.21642495351517,2.07944154167984,307,17.4,145138.1409,1.3244189574018,42.1807,-71.119,"Newton"
231,"Newton",40,3741,-71.13,42.188,3.1904763503465,24.3,0.537,0,6.2,0,0.254016,5.981,68.1,1.30060029790953,2.07944154167984,307,17.4,143625.8404,2.45530618001171,42.188,-71.13,"Newton"
232,"Newton",40,3742,-71.1285,42.193,3.45631668088323,31.7,0.46296,0,6.2,0,0.254016,7.412,76.9,1.30060029790953,2.07944154167984,307,17.4,141955.6329,1.65822807660353,42.193,-71.1285,"Newton"
233,"Newton",40,3743,-71.14,42.1946,3.73050112880476,41.7,0.57529,0,6.2,0,0.257049,8.337,73.3,1.34505561310329,2.07944154167984,307,17.4,149413.1716,0.904218150639886,42.1946,-71.14,"Newton"
234,"Newton",40,3744,-71.134,42.204,3.87743156065853,48.3,0.33147,0,6.2,0,0.257049,8.247,70.4,1.29524758010152,2.07944154167984,307,17.4,144080.9764,1.37371557891303,42.204,-71.134,"Newton"
235,"Newton",40,3745,-71.132,42.2142,3.36729582998647,29,0.44791,0,6.2,1,0.257049,6.726,66.5,1.29524758010152,2.07944154167984,307,17.4,130198.2889,2.08567209143047,42.2142,-71.132,"Newton"
236,"Newton",40,3746,-71.138,42.2141,3.17805383034795,24,0.33045,0,6.2,0,0.257049,6.086,61.5,1.29524758010152,2.07944154167984,307,17.4,142415.6644,2.3869262414278,42.2141,-71.138,"Newton"
237,"Newton",40,3747,-71.1485,42.211,3.22286784613774,25.1,0.52058,0,6.2,1,0.257049,6.631,76.5,1.42262629036728,2.07944154167984,307,17.4,151383.2464,2.2554934854602,42.211,-71.1485,"Newton"
238,"Newton",40,3748,-71.1491,42.203,3.44998754583159,31.5,0.51183,0,6.2,0,0.257049,7.358,71.6,1.42262629036728,2.07944154167984,307,17.4,152646.49,1.55392520250384,42.203,-71.1491,"Newton"
239,"Natick",41,3821,-71.2055,42.1875,3.16547504814109,23.7,0.08244,30,4.93,0,0.183184,6.481,18.5,1.82291893147716,1.79175946922805,300,16.6,144430.4016,1.85002837735203,42.1875,-71.2055,"Natick"
240,"Natick",41,3822,-71.2035,42.187,3.14845336057165,23.3,0.09252,30,4.93,0,0.183184,6.606,42.2,1.82291893147716,1.79175946922805,300,16.6,147771.0481,1.99741770620125,42.187,-71.2035,"Natick"
241,"Natick",41,3823,-71.1966,42.164,3.09104245335832,27,0.11329,30,4.93,0,0.183184,6.897,54.3,1.84626343721586,1.79175946922805,300,16.6,153569.9344,2.43185742869818,42.164,-71.1966,"Natick"
242,"Natick",41,3824,-71.2138,42.1645,3.00071981506503,20.1,0.10612,30,4.93,0,0.183184,6.095,65.1,1.84626343721586,1.79175946922805,300,16.6,156222.5625,2.51769647261099,42.1645,-71.2138,"Natick"
243,"Natick",41,3825,-71.22,42.1782,3.10009228887823,22.2,0.1029,30,4.93,0,0.183184,6.358,52.9,1.95096876124617,1.79175946922805,300,16.6,139412.6244,2.41769790009455,42.1782,-71.22,"Natick"
244,"Natick",41,3826,-71.232,42.1725,3.16547504814109,23.7,0.12757,30,4.93,0,0.183184,6.393,7.8,1.95096876124617,1.79175946922805,300,16.6,140880.1156,1.6467336971778,42.1725,-71.232,"Natick"
